seq,title,startDate,endDate,place,realmName,area,thumbnail,gpsX,gpsY
223930,[야광명월(夜光明月)] 줄헤르츠,2022-10-23,2022-10-23,서울돈화문국악당,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209211013895729.png,126.9906605,37.57727731
223934,[야광명월(夜光明月)] 메탈리즘,2022-10-29,2022-10-29,서울돈화문국악당,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022092110164365444.png,126.9906605,37.57727731
223936,[야광명월(夜光明月)] 정가앙상블 소울지기,2022-10-30,2022-10-30,서울돈화문국악당,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022092110182286117.png,126.9906605,37.57727731
223939,[야광명월(夜光明月)] 달음,2022-11-04,2022-11-04,서울돈화문국악당,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022092110194260453.png,126.9906605,37.57727731
223943,[야광명월(夜光明月)] 그루브앤드,2022-11-05,2022-11-05,서울돈화문국악당,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022092110244367822.png,126.9906605,37.57727731
223960,김선주 피아노 독주회 XVII - Schubert Die letzte 3 Sonaten,2022-10-30,2022-10-30,강릉아트센터 사임당홀,음악,강원,http://www.culture.go.kr/upload/rdf/22/09/show_2022092116124267851.jpg,128.8954464,37.77222823
223975,국립한글박물관 10월 문화행사 공연,2022-10-01,2022-10-31,국립한글박물관,기타,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022092113465307820.jpg,126.9804863,37.5210688
224121,포르테 디 콰트로 언플러그드 콘서트: 메타포닉,2022-10-02,2022-10-03,롯데 콘서트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209221133915197.jpg,127.104084,37.51364831
224124,두두리야 어디갔니,2022-10-01,2022-10-03,TINC This is not a church,국악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_202209221329433975.jpg,127.0108479,37.58883017
224125,"여행 에세이 토크 콘서트 ""서초에서 시작하는 여행""",2022-10-26,2022-10-26,반포심산아트홀,음악,서울,http://www.culture.go.kr/upload/rdf/22/09/show_2022092214443951997.jpg,126.9905157,37.49885315
